InstrumentID,Price,IsBuy,Timestamp
2,114.601,Buy,1758149553146889900
3,189.793,Sell,1758149553146891000
4,171.446,Sell,1758149553146892100
5,176.407,Sell,1758149553146893200
6,146.904,Sell,1758149553146894400
7,103.036,Buy,1758149553146895500
8,141.248,Buy,1758149553146896600
9,161.627,Buy,1758149553146897700
0,135.421,Buy,1758149553146898800
1,179.334,Sell,1758149553146899900
2,181.462,Buy,1758149553146902400
3,126.066,Buy,1758149553146903500
4,105.693,Buy,1758149553146904800
6,131.459,Buy,1758149553146906900
8,194.95,Sell,1758149553146909100
9,154.047,Sell,1758149553146910300
0,161.36,Sell,1758149553146911400
1,174.414,Sell,1758149553146912500
3,144.169,Buy,1758149553146914600
5,111.046,Buy,1758149553146916300
6,185.405,Sell,1758149553146917500
7,179.131,Buy,1758149553146918500
8,149.45,Buy,1758149553146919700
9,184.447,Sell,1758149553146920800
0,154.195,Buy,1758149553146921900
1,152.562,Buy,1758149553146923000
2,122.11,Buy,1758149553146924000
3,109.468,Buy,1758149553146925100
4,199.64,Buy,1758149553146926000
5,107.23,Buy,1758149553146927100
6,104.802,Buy,1758149553146928200
7,144.506,Sell,1758149553146929300
8,108.465,Buy,1758149553146930400
9,107.918,Buy,1758149553146931300
0,147.224,Buy,1758149553146932400
1,198.565,Buy,1758149553146933500
2,170.691,Sell,1758149553146934700
4,175.51,Sell,1758149553146936700
5,176.837,Sell,1758149553146937700
6,116.038,Buy,1758149553146938600
7,128.726,Buy,1758149553146939600
9,122.668,Buy,1758149553146941400
0,142.397,Buy,1758149553146942400
1,160.504,Buy,1758149553146943500
2,165.381,Sell,1758149553146944600
3,156.371,Buy,1758149553146945600
4,165.92,Sell,1758149553146946700
5,127.94,Buy,1758149553146947700
6,164.774,Buy,1758149553146948800
7,146.509,Sell,1758149553146951200
8,176.552,Buy,1758149553146952100
9,198.175,Buy,1758149553146953000
0,139.219,Buy,1758149553146954000
1,131.024,Buy,1758149553146954900
2,123.185,Buy,1758149553146955800
3,156.131,Sell,1758149553146956700
4,175.441,Sell,1758149553146957600
5,145.14,Buy,1758149553146958500
6,116.682,Buy,1758149553146959400
7,118.37,Buy,1758149553146960300
8,115.231,Buy,1758149553146961200
9,108.047,Buy,1758149553146962100
0,178.708,Sell,1758149553146963000
1,199.038,Buy,1758149553146963900
2,157.7,Sell,1758149553146964800
3,104.267,Buy,1758149553146965700
5,193.768,Buy,1758149553146967400
6,145.892,Sell,1758149553146969800
7,117.494,Buy,1758149553146970800
8,164.935,Sell,1758149553146971800
9,118.724,Buy,1758149553146972800
0,137.47,Buy,1758149553146973800
1,131.99,Buy,1758149553146974700
3,102.747,Buy,1758149553146976500
4,179.151,Sell,1758149553146977400
5,190.342,Sell,1758149553146978300
6,132.578,Buy,1758149553146979200
7,165.079,Sell,1758149553146980100
8,195.837,Buy,1758149553146981100
9,130.519,Buy,1758149553146982000
0,113.536,Buy,1758149553146982900
1,161.689,Buy,1758149553146983800
2,113.183,Buy,1758149553146984600
3,165.355,Sell,1758149553146985500
4,101.448,Buy,1758149553146986400
5,124.969,Buy,1758149553146987300
6,118.647,Buy,1758149553146988200
7,183.361,Buy,1758149553146989100
8,189.5,Sell,1758149553146990000
9,111.987,Buy,1758149553146990900
0,150.55,Sell,1758149553146991800
1,125.756,Buy,1758149553146992700
2,177.858,Sell,1758149553146993600
3,183.551,Buy,1758149553146994500
4,134.941,Buy,1758149553146995400
5,107.799,Buy,1758149553146996200
6,172.737,Sell,1758149553146997100
7,107.747,Buy,1758149553146998000
8,194.439,Sell,1758149553146998900
9,127.198,Buy,1758149553146999800
0,185.558,Buy,1758149553147000700
1,175.466,Sell,1758149553147001600
2,116.13,Buy,1758149553147002400
3,198.009,Buy,1758149553147003300
4,101.012,Buy,1758149553147004200
5,138.751,Buy,1758149553147005100
6,194.567,Buy,1758149553147006000
7,197.804,Buy,1758149553147006900
8,143.121,Buy,1758149553147007800
9,169.17,Buy,1758149553147008700
0,191.38,Buy,1758149553147009600
1,123.806,Buy,1758149553147010500
2,158.341,Sell,1758149553147011400
3,109.943,Buy,1758149553147014100
4,137.409,Buy,1758149553147015000
5,183.996,Buy,1758149553147016000
6,192.504,Sell,1758149553147017200
7,156.9,Sell,1758149553147018200
8,146.417,Buy,1758149553147019100
9,151.301,Sell,1758149553147020100
0,138.091,Buy,1758149553147021000
1,184.488,Sell,1758149553147022000
2,100.251,Buy,1758149553147022900
3,128.109,Buy,1758149553147023900
4,150.009,Buy,1758149553147024800
5,182.437,Sell,1758149553147025700
6,155.476,Sell,1758149553147026600
7,110.065,Buy,1758149553147027500
8,156.735,Buy,1758149553147028500
9,162.418,Sell,1758149553147029400
0,195.721,Buy,1758149553147031800
1,196.235,Buy,1758149553147032800
2,155.756,Sell,1758149553147033800
3,155.562,Buy,1758149553147034700
4,186.65,Buy,1758149553147035700
5,149.646,Buy,1758149553147036600
6,174.63,Sell,1758149553147037600
7,176.954,Sell,1758149553147038600
8,106.505,Buy,1758149553147039600
9,149.564,Sell,1758149553147040500
0,153.664,Buy,1758149553147041500
2,161.006,Buy,1758149553147043200
3,115.649,Buy,1758149553147044200
4,197.103,Buy,1758149553147045100
5,147.89,Buy,1758149553147046100
6,120.04,Buy,1758149553147047000
7,111.677,Buy,1758149553147047900
8,191.042,Sell,1758149553147048900
9,194.764,Sell,1758149553147049800
0,138.175,Buy,1758149553147050700
1,156.49,Buy,1758149553147051600
2,155.157,Sell,1758149553147052600
3,199.883,Buy,1758149553147053500
4,113.901,Buy,1758149553147054400
5,163.74,Sell,1758149553147055400
6,166.655,Sell,1758149553147056300
7,120.116,Buy,1758149553147057300
8,124.73,Buy,1758149553147058200
9,101.956,Buy,1758149553147059100
0,145.802,Buy,1758149553147060100
1,108.249,Buy,1758149553147060900
2,178.616,Sell,1758149553147061800
3,144.021,Buy,1758149553147062800
4,174.907,Sell,1758149553147063700
5,124.742,Buy,1758149553147064600
6,102.556,Buy,1758149553147065500
7,138.809,Buy,1758149553147066500
8,168.462,Sell,1758149553147067400
0,126.527,Buy,1758149553147069200
1,175.222,Sell,1758149553147070200
2,187.741,Buy,1758149553147071100
3,104.162,Buy,1758149553147072000
4,166.305,Sell,1758149553147073000
5,119.21,Buy,1758149553147074000
6,142.057,Buy,1758149553147074900
7,162.574,Buy,1758149553147075800
8,138.714,Buy,1758149553147076800
9,120.044,Buy,1758149553147077700
0,117.715,Buy,1758149553147078600
1,142.728,Buy,1758149553147079500
2,119.61,Buy,1758149553147080400
3,107.685,Buy,1758149553147081200
4,178.388,Sell,1758149553147082200
5,139.587,Buy,1758149553147083200
6,128.125,Buy,1758149553147084100
7,130.862,Buy,1758149553147085000
8,126.082,Buy,1758149553147085900
9,167.216,Sell,1758149553147086800
0,136.333,Buy,1758149553147087700
1,145.644,Buy,1758149553147088600
2,154.219,Sell,1758149553147089600
3,126.794,Buy,1758149553147090500
4,192.693,Buy,1758149553147092900
5,100.101,Buy,1758149553147093900
6,145.646,Buy,1758149553147094900
7,123.101,Buy,1758149553147095900
8,135.276,Buy,1758149553147096800
9,127.066,Buy,1758149553147097700
0,183.432,Buy,1758149553147123900
1,170.092,Buy,1758149553147124900
2,108.537,Buy,1758149553147125900
3,172.591,Buy,1758149553147126900
4,144.756,Buy,1758149553147127800
5,161.119,Sell,1758149553147128800
6,167.836,Buy,1758149553147129700
7,156.189,Sell,1758149553147130700
8,152.716,Buy,1758149553147131600
9,172.583,Sell,1758149553147132500
0,126.75,Buy,1758149553147133400
1,178.063,Buy,1758149553147134300
2,101.902,Buy,1758149553147135200
3,116.643,Buy,1758149553147136200
4,193.683,Sell,1758149553147137100
5,193.766,Buy,1758149553147138000
7,112.403,Buy,1758149553147139700
8,151.81,Sell,1758149553147140600
9,183.173,Buy,1758149553147141500
0,190.626,Sell,1758149553147142400
1,193.736,Buy,1758149553147143300
2,191.89,Sell,1758149553147144200
3,189.102,Sell,1758149553147145100
4,176.867,Sell,1758149553147146000
5,131.611,Buy,1758149553147146900
6,103.988,Buy,1758149553147147800
7,132.406,Buy,1758149553147148700
8,122.643,Buy,1758149553147149600
9,173.429,Sell,1758149553147150500
0,196.214,Buy,1758149553147151400
1,174.649,Sell,1758149553147152300
2,170.55,Sell,1758149553147153200
3,104.814,Buy,1758149553147154100
4,191.844,Sell,1758149553147155000
5,197.935,Buy,1758149553147155900
6,179.737,Sell,1758149553147156800
7,142.145,Buy,1758149553147157700
8,158.313,Sell,1758149553147158600
9,196.202,Buy,1758149553147159500
0,168.482,Sell,1758149553147160400
1,192.871,Sell,1758149553147161300
2,163.238,Sell,1758149553147163500
3,168.148,Sell,1758149553147164500
4,189.757,Sell,1758149553147171100
5,158.195,Sell,1758149553147172100
6,122.291,Buy,1758149553147173100
7,156.289,Buy,1758149553147174200
8,102.759,Buy,1758149553147175100
9,173.335,Sell,1758149553147176000
0,101.452,Buy,1758149553147177000
1,132.643,Buy,1758149553147177900
2,161.994,Sell,1758149553147178900
3,132.815,Buy,1758149553147179800
4,136.958,Buy,1758149553147180800
5,116.47,Buy,1758149553147181700
6,147.774,Sell,1758149553147182700
7,158.006,Buy,1758149553147183600
8,183.645,Sell,1758149553147186200
9,107.611,Buy,1758149553147187200
0,111.344,Buy,1758149553147188200
1,108.133,Buy,1758149553147189000
2,160.316,Sell,1758149553147190000
3,111.563,Buy,1758149553147191000
4,162.577,Buy,1758149553147192000
5,103.409,Buy,1758149553147193000
6,147.001,Sell,1758149553147194000
7,114.549,Buy,1758149553147195000
9,183.891,Sell,1758149553147196700
0,198.494,Buy,1758149553147197700
1,191.299,Sell,1758149553147198600
2,184.383,Sell,1758149553147199500
3,122.372,Buy,1758149553147200500
4,110.608,Buy,1758149553147201200
5,171.912,Sell,1758149553147202100
6,152.03,Sell,1758149553147203100
7,103.517,Buy,1758149553147204000
8,102.203,Buy,1758149553147204900
9,110.091,Buy,1758149553147205800
0,180.964,Sell,1758149553147206700
1,144.189,Buy,1758149553147207700
2,129.991,Buy,1758149553147208600
3,167.722,Buy,1758149553147209600
4,190.448,Sell,1758149553147210500
5,111.686,Buy,1758149553147211400
6,157.898,Buy,1758149553147212300
7,178.692,Sell,1758149553147213200
8,147.95,Sell,1758149553147214100
9,191.387,Sell,1758149553147215000
0,197.939,Buy,1758149553147216000
1,123.104,Buy,1758149553147217000
2,158.86,Sell,1758149553147217900
3,124.515,Buy,1758149553147218800
4,161.143,Buy,1758149553147219700
5,170.303,Sell,1758149553147220600
6,150.494,Sell,1758149553147221600
7,167.289,Sell,1758149553147222500
8,187.907,Buy,1758149553147223400
9,193.67,Buy,1758149553147224300
0,115.25,Buy,1758149553147225300
1,129.697,Buy,1758149553147226200
2,148.189,Buy,1758149553147227100
3,184.724,Sell,1758149553147228000
4,110.874,Buy,1758149553147229000
5,143.889,Buy,1758149553147229900
7,195.461,Buy,1758149553147231700
9,135.117,Buy,1758149553147235500
0,190.935,Sell,1758149553147236700
1,188.451,Buy,1758149553147237900
2,100.5,Buy,1758149553147238900
3,110.13,Buy,1758149553147240200
4,121.859,Buy,1758149553147241400
5,130.917,Buy,1758149553147242600
6,108.375,Buy,1758149553147243700
7,103.182,Buy,1758149553147244800
8,127.499,Buy,1758149553147245800
9,157.28,Buy,1758149553147247000
0,181.473,Sell,1758149553147248200
1,184.222,Sell,1758149553147249400
2,142.149,Buy,1758149553147252000
3,193.986,Sell,1758149553147253100
4,181.311,Buy,1758149553147254300
5,188.818,Sell,1758149553147255300
6,158.144,Sell,1758149553147256300
7,163.643,Sell,1758149553147257300
8,173.04,Sell,1758149553147258200
9,100.139,Buy,1758149553147259200
0,105.969,Buy,1758149553147260100
1,184.586,Sell,1758149553147261000
2,136.248,Buy,1758149553147262000
3,192.304,Sell,1758149553147263000
4,112.885,Buy,1758149553147263900
5,173.154,Sell,1758149553147264900
6,112.17,Buy,1758149553147265800
7,180.928,Buy,1758149553147266700
8,126.391,Buy,1758149553147267700
9,180.302,Sell,1758149553147268600
0,111.579,Buy,1758149553147269600
1,104.056,Buy,1758149553147270500
2,128.666,Buy,1758149553147271500
3,168.995,Sell,1758149553147272400
4,120.302,Buy,1758149553147273400
5,156.581,Sell,1758149553147274300
6,129.029,Buy,1758149553147275200
7,185.62,Buy,1758149553147276200
8,115.724,Buy,1758149553147277100
0,168.092,Buy,1758149553147278900
1,160.323,Sell,1758149553147279800
2,161.096,Sell,1758149553147280700
3,139.459,Buy,1758149553147281700
4,179.151,Buy,1758149553147282600
5,161.006,Sell,1758149553147283500
6,186.607,Buy,1758149553147284400
7,172.759,Sell,1758149553147285400
8,110.801,Buy,1758149553147286300
9,109.589,Buy,1758149553147287200
0,150.538,Buy,1758149553147288200
1,103.128,Buy,1758149553147289100
2,167.87,Buy,1758149553147290100
3,170.125,Sell,1758149553147291100
4,155.326,Sell,1758149553147292100
5,163.875,Buy,1758149553147293000
6,102.125,Buy,1758149553147293900
7,104.328,Buy,1758149553147294900
8,153.186,Sell,1758149553147295800
9,172.568,Sell,1758149553147296700
0,103.452,Buy,1758149553147297600
1,152.283,Sell,1758149553147298600
2,197.631,Buy,1758149553147299600
4,179.284,Sell,1758149553147301300
5,160.09,Sell,1758149553147304000
6,131.162,Buy,1758149553147305200
7,142.135,Buy,1758149553147306400
8,190.699,Buy,1758149553147307600
9,118.64,Buy,1758149553147308800
0,193.374,Sell,1758149553147310000
1,128.682,Buy,1758149553147311100
2,155.952,Sell,1758149553147312300
3,172.081,Sell,1758149553147313400
4,168.186,Sell,1758149553147314600
5,146.759,Buy,1758149553147315800
6,140.743,Buy,1758149553147318300
7,191.134,Buy,1758149553147319300
8,166.229,Sell,1758149553147320500
9,183.512,Sell,1758149553147321500
0,121.484,Buy,1758149553147322500
1,157.542,Sell,1758149553147323500
2,115.369,Buy,1758149553147324500
3,112.438,Buy,1758149553147325500
4,142.404,Buy,1758149553147326600
5,133.379,Buy,1758149553147327500
6,178.24,Buy,1758149553147328500
8,182.086,Sell,1758149553147330200
9,104.294,Buy,1758149553147331200
1,197.137,Buy,1758149553147332900
2,175.746,Sell,1758149553147333900
3,129.352,Buy,1758149553147334800
4,135.384,Buy,1758149553147335800
5,145.415,Buy,1758149553147336700
6,170.508,Sell,1758149553147337700
7,117.474,Buy,1758149553147338600
8,189.767,Buy,1758149553147339500
9,171.103,Sell,1758149553147340500
0,178.107,Buy,1758149553147341400
1,112.296,Buy,1758149553147342400
2,173.593,Sell,1758149553147343300
3,122.512,Buy,1758149553147344300
4,160.999,Sell,1758149553147345200
5,192.1,Buy,1758149553147346200
6,175.577,Sell,1758149553147347100
7,165.969,Sell,1758149553147348000
8,191.643,Buy,1758149553147348900
9,101.141,Buy,1758149553147349900
0,130.783,Buy,1758149553147350800
1,195.118,Buy,1758149553147351800
3,159.149,Sell,1758149553147353600
4,111.674,Buy,1758149553147354500
5,127.292,Buy,1758149553147355500
6,153.472,Sell,1758149553147356400
7,120.915,Buy,1758149553147357400
8,180.223,Sell,1758149553147358300
9,120.677,Buy,1758149553147359300
0,183.868,Sell,1758149553147360200
1,188.515,Sell,1758149553147361100
2,136.097,Buy,1758149553147362100
3,129.128,Buy,1758149553147363000
4,136.142,Buy,1758149553147364000
5,125.675,Buy,1758149553147364900
6,144.973,Buy,1758149553147365900
7,128.944,Buy,1758149553147366800
8,144.259,Buy,1758149553147367700
9,132.326,Buy,1758149553147368600
1,150.911,Buy,1758149553147370400
2,143.472,Buy,1758149553147371300
3,131.387,Buy,1758149553147373900
4,192.875,Buy,1758149553147375100
5,114.668,Buy,1758149553147376200
6,141.015,Buy,1758149553147377300
7,127.995,Buy,1758149553147378400
8,135.795,Buy,1758149553147379600
9,119.213,Buy,1758149553147380600
0,167.99,Sell,1758149553147383200
1,132.368,Buy,1758149553147384400
2,139,Buy,1758149553147385700
3,190.321,Buy,1758149553147386900
4,181.047,Sell,1758149553147388200
5,183.693,Sell,1758149553147389400
6,114.392,Buy,1758149553147390600
7,123.307,Buy,1758149553147391700
9,167.076,Sell,1758149553147393900
0,103.003,Buy,1758149553147395000
1,195.652,Buy,1758149553147396100
2,192.042,Sell,1758149553147397300
3,175.189,Sell,1758149553147398500
4,176.16,Sell,1758149553147399700
5,141.049,Buy,1758149553147400900
6,134.306,Buy,1758149553147402100
8,106.9,Buy,1758149553147403900
9,181.447,Buy,1758149553147405000
0,165.051,Sell,1758149553147406100
1,153.33,Buy,1758149553147407300
2,161.232,Sell,1758149553147408400
3,118.743,Buy,1758149553147409500
